instance_id,image_id,category_id,area,bbox_x,bbox_y,bbox_w,bbox_h
82098,50352,23,3591,290.0,815.0,64.0,87.0
82099,50352,22,21,338.0,824.0,11.0,8.0
82100,50352,1,84332,195.0,197.0,295.0,373.0
82101,50352,1,5807,264.0,558.0,167.0,55.0
82102,50352,31,11784,419.0,262.0,71.0,264.0
82103,50352,31,10341,195.0,293.0,65.0,271.0
82104,50352,27,4269,252.0,197.0,134.0,127.0
82105,50352,36,176,349.0,308.0,42.0,11.0
82106,50354,33,2102,307.0,239.0,161.0,27.0
82107,50354,10,85710,276.0,238.0,247.0,467.0
82108,50354,39,4233,401.0,310.0,67.0,76.0
82109,50354,23,1007,325.0,887.0,60.0,101.0
82110,50354,23,2050,350.0,904.0,78.0,87.0
82111,50359,10,64713,230.0,152.0,232.0,493.0
82112,50359,33,2749,267.0,217.0,168.0,63.0
82113,50359,19,4178,299.0,320.0,128.0,40.0
82114,50359,34,676,363.0,326.0,29.0,31.0
82115,50359,24,4544,202.0,370.0,133.0,64.0
82116,50360,13,4481,523.0,115.0,108.0,53.0
82117,50360,9,125817,390.0,290.0,395.0,587.0
82118,50360,31,23579,691.0,304.0,94.0,342.0
82119,50360,31,7268,390.0,429.0,67.0,205.0
82120,50360,0,5385,537.0,345.0,221.0,302.0
82121,50360,31,145,714.0,628.0,44.0,18.0
82122,50360,19,7753,477.0,743.0,132.0,280.0
82123,50360,6,38047,329.0,790.0,343.0,233.0
82124,50360,18,1305,688.0,720.0,54.0,33.0
82125,50360,24,34643,656.0,450.0,180.0,563.0
82126,50362,23,6000,273.0,804.0,64.0,127.0
82127,50362,23,9655,405.0,817.0,90.0,161.0
82128,50362,32,3267,256.0,637.0,56.0,90.0
82129,50362,32,2570,415.0,640.0,52.0,68.0
82130,50362,18,455,478.0,482.0,36.0,29.0
82131,50362,1,15725,317.0,213.0,83.0,377.0
82132,50362,33,200,336.0,213.0,47.0,12.0
82133,50362,9,83050,201.0,178.0,311.0,471.0
82134,50362,31,5980,457.0,257.0,55.0,188.0
82135,50362,31,4905,218.0,224.0,61.0,118.0
82136,50362,13,1536,324.0,101.0,85.0,28.0
82137,50362,6,29608,256.0,582.0,222.0,248.0
82138,50363,37,941,278.0,276.0,56.0,27.0
82139,50363,33,851,266.0,212.0,113.0,39.0
82140,50363,10,205452,61.0,212.0,520.0,709.0
82141,50363,23,386,295.0,902.0,49.0,23.0
82142,50363,23,633,82.0,902.0,103.0,22.0
82143,50365,13,986,474.0,242.0,54.0,37.0
82144,50365,10,49987,399.0,350.0,251.0,283.0
82145,50365,33,501,458.0,350.0,133.0,23.0
82146,50365,9,17890,384.0,306.0,298.0,311.0
82147,50365,31,3243,386.0,345.0,62.0,77.0
82148,50365,31,6554,595.0,323.0,87.0,124.0
82149,50365,28,991,452.0,306.0,155.0,36.0
82150,50365,23,1655,502.0,781.0,40.0,81.0
82151,50365,23,1968,612.0,782.0,57.0,89.0
82152,50368,28,7130,415.0,82.0,168.0,125.0
82153,50368,29,38682,357.0,102.0,294.0,481.0
82154,50368,32,2517,616.0,322.0,83.0,60.0
82155,50368,32,1291,363.0,620.0,58.0,43.0
82156,50368,4,284918,131.0,102.0,779.0,787.0
82157,50368,18,3589,677.0,561.0,67.0,94.0
82158,50368,0,54639,331.0,82.0,423.0,742.0
82159,50368,31,112,331.0,618.0,15.0,14.0
82160,50368,31,346,736.0,624.0,18.0,29.0
82161,50368,19,3781,470.0,826.0,134.0,51.0
82162,50368,34,771,501.0,836.0,42.0,41.0
82163,50368,31,48756,710.0,166.0,200.0,519.0
82164,50368,31,48156,131.0,199.0,237.0,480.0
82165,50369,23,4550,46.0,952.0,103.0,71.0
82166,50369,23,5026,112.0,883.0,119.0,67.0
82167,50369,31,10130,0.0,290.0,72.0,183.0
82168,50369,33,38,144.0,297.0,13.0,17.0
82169,50369,18,607,22.0,588.0,42.0,30.0
82170,50369,10,110839,0.0,264.0,230.0,675.0
82171,50370,28,625,196.0,266.0,54.0,45.0
82172,50370,16,545,215.0,280.0,41.0,26.0
82173,50370,29,3668,180.0,273.0,106.0,143.0
82174,50370,31,7454,120.0,304.0,48.0,218.0
82175,50370,4,22892,120.0,273.0,174.0,262.0
82176,50370,0,9951,149.0,266.0,137.0,257.0
82177,50370,6,34093,156.0,465.0,134.0,349.0
82178,50370,23,1340,174.0,808.0,42.0,39.0
82179,50370,23,742,213.0,784.0,51.0,32.0
82180,50371,33,157,287.0,376.0,40.0,6.0
82181,50371,31,15906,448.0,414.0,89.0,376.0
82182,50371,31,1697,159.0,451.0,27.0,161.0
82183,50371,10,122432,159.0,371.0,378.0,643.0
82184,50371,3,76063,144.0,292.0,342.0,682.0
82185,50372,8,107944,172.0,481.0,328.0,511.0
82186,50372,0,86015,189.0,217.0,307.0,411.0
82187,50372,28,7109,297.0,217.0,107.0,348.0
82188,50372,31,20376,189.0,229.0,90.0,398.0
82189,50372,31,20448,392.0,254.0,104.0,374.0
82190,50373,10,485312,5.0,5.0,622.0,1015.0
82191,50373,31,55792,496.0,85.0,131.0,688.0
82192,50373,31,55238,5.0,84.0,117.0,679.0
82193,50373,33,13635,187.0,5.0,243.0,83.0
82194,50375,13,1426,288.0,122.0,79.0,25.0
82195,50375,10,48943,238.0,204.0,236.0,468.0
82196,50375,24,9757,181.0,197.0,174.0,444.0
82197,50375,31,11927,400.0,221.0,57.0,268.0
82198,50375,31,8580,190.0,209.0,67.0,266.0
82199,50375,29,3579,248.0,221.0,144.0,102.0
82200,50375,34,895,304.0,355.0,28.0,47.0
82201,50375,4,40828,190.0,199.0,268.0,290.0
82202,50375,19,2852,288.0,355.0,81.0,47.0
82203,50375,21,7002,338.0,641.0,59.0,164.0
82204,50375,21,6941,278.0,644.0,65.0,155.0
82205,50375,23,5669,299.0,793.0,87.0,125.0
82206,50375,23,3090,279.0,787.0,63.0,120.0
82207,50376,1,12290,266.0,0.0,299.0,91.0
82208,50376,31,2409,266.0,0.0,82.0,52.0
82209,50376,6,122193,405.0,82.0,240.0,852.0
82210,50376,23,5339,387.0,825.0,86.0,163.0
82211,50376,23,4012,492.0,917.0,69.0,89.0
82212,50376,24,40924,209.0,0.0,202.0,320.0
82213,50379,0,517235,112.0,26.0,779.0,995.0
82214,50379,32,2418,658.0,302.0,106.0,65.0
82215,50379,31,68595,112.0,94.0,250.0,728.0
82216,50379,31,84587,617.0,254.0,274.0,767.0
82217,50379,28,4156,528.0,26.0,214.0,147.0
82218,50380,1,254351,16.0,280.0,581.0,637.0
82219,50380,33,7304,106.0,280.0,357.0,123.0
82220,50380,31,33869,16.0,415.0,159.0,501.0
82221,50380,31,43211,463.0,324.0,134.0,568.0
82222,50381,13,2850,414.0,79.0,105.0,48.0
82223,50381,23,2744,264.0,915.0,76.0,58.0
82224,50381,10,223897,266.0,169.0,419.0,818.0
82225,50381,28,1630,441.0,169.0,94.0,35.0
82226,50381,31,14731,266.0,190.0,120.0,229.0
82227,50381,31,13661,577.0,198.0,108.0,232.0
82228,50382,1,190307,281.0,262.0,464.0,507.0
82229,50382,31,33710,281.0,314.0,106.0,447.0
82230,50382,33,2832,439.0,262.0,154.0,81.0
82231,50382,31,32411,646.0,307.0,99.0,462.0
82232,50382,32,5321,569.0,379.0,72.0,89.0
82233,50382,6,75307,358.0,735.0,319.0,286.0
82234,50382,18,1393,675.0,805.0,62.0,40.0
82235,50382,34,433,509.0,747.0,24.0,24.0
82236,50382,19,9696,367.0,721.0,296.0,144.0
82237,50382,32,2181,358.0,752.0,38.0,109.0
82238,50382,32,2005,641.0,747.0,36.0,100.0
82239,50383,33,843,352.0,174.0,108.0,28.0
82240,50383,10,75591,303.0,173.0,226.0,463.0
82241,50383,19,1460,324.0,347.0,156.0,17.0
82242,50383,34,139,378.0,350.0,19.0,14.0
82243,50383,23,1663,355.0,874.0,47.0,136.0
82244,50383,23,1355,400.0,931.0,45.0,86.0
82245,50386,10,95815,288.0,184.0,249.0,571.0
82246,50386,33,469,361.0,201.0,86.0,13.0
82247,50386,31,1681,502.0,185.0,35.0,93.0
82248,50386,31,2076,288.0,195.0,52.0,98.0
82249,50386,37,1634,449.0,358.0,45.0,67.0
82250,50386,23,3792,393.0,876.0,54.0,129.0
82251,50386,23,3587,355.0,905.0,50.0,108.0
82252,50387,8,34586,216.0,520.0,198.0,256.0
82253,50387,1,30396,219.0,306.0,192.0,239.0
82254,50387,33,139,289.0,306.0,49.0,7.0
82255,50387,3,19359,199.0,242.0,252.0,262.0
82256,50387,31,8006,400.0,263.0,51.0,227.0
82257,50387,31,3501,199.0,247.0,33.0,223.0
82258,50387,23,1278,296.0,889.0,47.0,99.0
82259,50387,23,1344,199.0,850.0,69.0,114.0
82260,50389,10,240098,0.0,149.0,720.0,775.0
82261,50389,31,6956,245.0,189.0,65.0,222.0
82262,50389,31,2678,106.0,173.0,25.0,231.0
82263,50389,33,1227,120.0,150.0,98.0,86.0
82264,50390,32,1537,374.0,845.0,24.0,99.0
82265,50390,6,42995,12.0,845.0,386.0,177.0
82266,50390,33,4555,183.0,274.0,194.0,142.0
82267,50390,1,159707,81.0,251.0,334.0,662.0
82268,50392,10,533168,0.0,25.0,767.0,998.0
82269,50392,31,42827,602.0,90.0,165.0,370.0
82270,50392,31,42993,0.0,72.0,184.0,342.0
82271,50392,33,3226,222.0,25.0,322.0,113.0
82272,50393,10,98442,34.0,334.0,254.0,624.0
82273,50393,33,1416,165.0,334.0,92.0,138.0
82274,50393,24,1317,97.0,616.0,31.0,69.0
82275,50394,10,319668,14.0,42.0,535.0,978.0
82276,50394,33,4711,169.0,42.0,205.0,215.0
82277,50395,1,212698,256.0,77.0,508.0,624.0
82278,50395,6,72817,284.0,652.0,378.0,259.0
82279,50395,31,13913,652.0,163.0,112.0,211.0
82280,50395,31,16762,256.0,117.0,127.0,238.0
82281,50395,33,5405,460.0,77.0,174.0,102.0
82282,50395,35,1835,569.0,253.0,99.0,31.0
82283,50396,1,503708,65.0,56.0,889.0,923.0
82284,50396,31,35516,747.0,143.0,207.0,321.0
82285,50396,31,38200,65.0,140.0,208.0,326.0
82286,50396,33,17995,369.0,56.0,286.0,130.0
82287,50397,31,11147,167.0,244.0,68.0,295.0
82288,50397,10,76076,168.0,212.0,204.0,489.0
82289,50397,23,1567,142.0,872.0,39.0,48.0
82290,50397,23,4082,283.0,789.0,59.0,123.0
82291,50397,9,30177,96.0,547.0,136.0,369.0
82292,50397,33,1412,271.0,212.0,53.0,33.0
82293,50398,1,129259,127.0,303.0,437.0,494.0
82294,50398,31,5475,127.0,342.0,82.0,129.0
82295,50398,33,3311,269.0,337.0,153.0,110.0
82296,50398,31,5577,491.0,304.0,73.0,141.0
82297,50398,6,72999,168.0,770.0,360.0,253.0
82298,50398,32,3853,171.0,778.0,99.0,62.0
82299,50398,32,2804,413.0,791.0,84.0,58.0
82300,50398,42,50,414.0,818.0,8.0,7.0
82301,50398,42,60,260.0,808.0,9.0,9.0
82302,50398,42,77,231.0,808.0,10.0,10.0
82303,50398,42,30,176.0,788.0,6.0,7.0
82304,50399,33,2178,184.0,291.0,129.0,156.0
82305,50399,10,54128,119.0,291.0,194.0,605.0
82306,50399,24,8330,163.0,646.0,145.0,134.0
82307,50400,10,128917,107.0,300.0,381.0,693.0
82308,50400,33,408,258.0,300.0,136.0,29.0
82309,50400,24,2692,224.0,549.0,38.0,110.0
82310,50401,31,32756,451.0,282.0,94.0,502.0
82311,50401,31,13522,129.0,287.0,88.0,470.0
82312,50401,28,1836,272.0,260.0,32.0,113.0
82313,50401,33,907,296.0,267.0,60.0,53.0
82314,50401,25,76420,171.0,207.0,274.0,744.0
82315,50401,32,1901,215.0,826.0,24.0,128.0
82316,50401,24,9541,234.0,280.0,363.0,593.0
82317,50401,6,47143,215.0,741.0,274.0,282.0
82318,50401,9,98104,129.0,257.0,416.0,736.0
82319,50401,31,218,135.0,756.0,39.0,12.0
82320,50401,1,33726,134.0,267.0,231.0,500.0
82321,50402,23,2860,250.0,862.0,54.0,80.0
82322,50402,23,3322,386.0,850.0,75.0,82.0
82323,50402,22,848,271.0,843.0,29.0,36.0
82324,50402,22,449,392.0,847.0,27.0,24.0
82325,50402,6,24603,246.0,621.0,191.0,230.0
82326,50402,33,744,299.0,272.0,61.0,31.0
82327,50402,1,35201,197.0,272.0,238.0,375.0
82328,50402,4,46674,192.0,264.0,266.0,335.0
82329,50402,31,5688,416.0,288.0,42.0,244.0
82330,50402,31,9737,192.0,292.0,58.0,247.0
82331,50402,18,446,199.0,555.0,37.0,18.0
82332,50402,18,153,435.0,528.0,21.0,12.0
82333,50402,13,1302,291.0,203.0,88.0,24.0
82334,50402,14,3506,278.0,146.0,95.0,71.0
82335,50405,1,260237,38.0,210.0,651.0,622.0
82336,50405,31,21739,38.0,276.0,167.0,242.0
82337,50405,28,10722,283.0,210.0,180.0,123.0
82338,50405,31,22369,529.0,277.0,160.0,256.0
82339,50406,10,97510,217.0,217.0,289.0,647.0
82340,50406,33,129,335.0,217.0,32.0,21.0
82341,50406,31,8800,426.0,204.0,79.0,201.0
82342,50406,32,567,419.0,336.0,27.0,75.0
82343,50406,32,936,249.0,304.0,29.0,76.0
82344,50406,23,4588,270.0,869.0,64.0,117.0
82345,50406,23,5264,323.0,870.0,68.0,128.0
82346,50406,28,627,304.0,194.0,123.0,24.0
82347,50406,4,60207,157.0,194.0,348.0,309.0
82348,50407,10,194580,182.0,254.0,424.0,712.0
82349,50407,28,2821,311.0,254.0,152.0,66.0
82350,50407,31,21931,490.0,311.0,116.0,314.0
82351,50407,32,9837,367.0,387.0,109.0,124.0
82352,50407,19,39846,244.0,508.0,216.0,340.0
82353,50407,31,4988,240.0,322.0,34.0,248.0
82354,50410,8,35633,194.0,346.0,197.0,275.0
82355,50410,33,423,259.0,259.0,54.0,28.0
82356,50410,1,3706,233.0,259.0,80.0,88.0
82357,50410,5,44784,125.0,156.0,278.0,415.0
82358,50410,13,2248,224.0,70.0,87.0,50.0
82359,50410,24,2301,111.0,204.0,116.0,394.0
82360,50411,36,187,397.0,344.0,13.0,19.0
82361,50411,23,3799,243.0,839.0,59.0,96.0
82362,50411,23,3868,324.0,832.0,66.0,89.0
82363,50411,6,32860,231.0,558.0,181.0,288.0
82364,50411,32,3687,231.0,568.0,51.0,126.0
82365,50411,32,2912,365.0,571.0,47.0,114.0
82366,50411,27,5454,263.0,261.0,134.0,81.0
82367,50411,31,12157,205.0,311.0,108.0,276.0
82368,50411,31,8983,362.0,320.0,83.0,264.0
82369,50411,1,58969,205.0,261.0,240.0,326.0
82370,50412,7,167437,318.0,69.0,385.0,492.0
82371,50412,32,7991,569.0,112.0,130.0,85.0
82372,50412,32,5413,321.0,111.0,95.0,78.0
82373,50412,42,31,324.0,130.0,5.0,8.0
82374,50412,42,87,404.0,121.0,11.0,11.0
82375,50412,42,115,572.0,122.0,12.0,13.0
82376,50412,42,25,693.0,180.0,6.0,7.0
82377,50413,10,489185,0.0,0.0,621.0,1023.0
82378,50413,31,44759,487.0,47.0,134.0,532.0
82379,50413,31,44056,0.0,48.0,126.0,520.0
82380,50413,33,5989,172.0,0.0,260.0,86.0
82381,50414,12,386172,0.0,256.0,1023.0,739.0
82382,50414,40,71905,639.0,431.0,384.0,358.0
82383,50414,40,51560,402.0,624.0,244.0,371.0
82384,50414,40,76011,0.0,406.0,404.0,353.0
82385,50416,1,130634,162.0,313.0,411.0,520.0
82386,50416,33,635,346.0,345.0,50.0,23.0
82387,50416,31,6304,162.0,313.0,77.0,152.0
82388,50416,31,6734,495.0,325.0,78.0,153.0
82389,50418,1,17177,256.0,302.0,106.0,263.0
82390,50418,33,372,289.0,302.0,64.0,34.0
82391,50418,36,241,422.0,354.0,17.0,24.0
82392,50418,31,10178,383.0,331.0,76.0,225.0
82393,50418,31,3078,205.0,317.0,59.0,242.0
82394,50418,27,3265,255.0,293.0,187.0,70.0
82395,50418,35,418,339.0,327.0,99.0,121.0
82396,50418,32,2860,351.0,498.0,53.0,95.0
82397,50418,32,1106,222.0,510.0,28.0,85.0
82398,50418,6,24861,264.0,560.0,162.0,322.0
82399,50418,9,48849,205.0,293.0,254.0,358.0
82400,50418,23,3800,250.0,829.0,90.0,76.0
82401,50418,23,3667,382.0,869.0,48.0,94.0
82402,50419,4,106765,95.0,321.0,427.0,549.0
82403,50419,31,23036,94.0,360.0,98.0,381.0
82404,50419,31,16164,416.0,338.0,106.0,306.0
82405,50419,29,18086,184.0,335.0,236.0,221.0
82406,50419,30,811,376.0,321.0,49.0,27.0
82407,50419,30,1349,140.0,325.0,64.0,40.0
82408,50419,35,2000,374.0,418.0,80.0,233.0
82409,50419,32,1726,398.0,559.0,54.0,55.0
82410,50419,35,513,385.0,456.0,28.0,81.0
82411,50419,35,1371,221.0,460.0,13.0,253.0
82412,50419,19,7477,125.0,653.0,357.0,217.0
82413,50419,1,15746,270.0,376.0,127.0,265.0
82414,50419,24,353,379.0,373.0,21.0,29.0
82415,50419,24,5151,443.0,589.0,110.0,143.0
82416,50419,6,87549,176.0,666.0,306.0,356.0
82417,50419,32,574,393.0,668.0,51.0,37.0
82418,50419,19,4333,278.0,624.0,128.0,55.0
82419,50419,34,1654,301.0,630.0,44.0,47.0
82420,50419,14,11958,201.0,95.0,215.0,132.0
82421,50419,13,2066,345.0,209.0,62.0,54.0
82422,50419,18,409,132.0,777.0,50.0,30.0
82423,50420,1,556247,2.0,1.0,626.0,1018.0
82424,50420,31,61382,519.0,219.0,109.0,796.0
82425,50420,31,63666,2.0,202.0,116.0,816.0
82426,50420,27,72326,70.0,1.0,501.0,212.0
82427,50421,1,31147,224.0,272.0,289.0,301.0
82428,50421,33,641,323.0,281.0,55.0,31.0
82429,50421,31,11478,224.0,300.0,102.0,273.0
82430,50421,31,8452,417.0,272.0,96.0,181.0
82431,50421,8,18710,272.0,430.0,179.0,193.0
82432,50421,32,1115,386.0,446.0,48.0,41.0
82433,50421,24,2558,266.0,528.0,96.0,73.0
82434,50421,22,617,240.0,798.0,45.0,32.0
82435,50421,22,591,351.0,765.0,41.0,32.0
82436,50421,23,4631,240.0,813.0,47.0,138.0
82437,50421,23,4050,332.0,779.0,52.0,129.0
82438,50422,23,597,279.0,785.0,33.0,72.0
82439,50422,24,805,229.0,545.0,36.0,52.0
82440,50422,33,461,292.0,279.0,79.0,114.0
82441,50422,23,690,311.0,788.0,37.0,73.0
82442,50422,10,39245,222.0,279.0,196.0,339.0
82443,50422,31,1504,222.0,296.0,42.0,64.0
82444,50423,6,255140,313.0,126.0,437.0,874.0
82445,50423,32,5281,579.0,157.0,97.0,80.0
82446,50423,32,5292,384.0,161.0,97.0,78.0
82447,50423,35,195,317.0,944.0,13.0,28.0
82448,50423,35,194,734.0,944.0,9.0,36.0
82449,50424,4,1149,300.0,180.0,32.0,82.0
82450,50424,4,31428,164.0,166.0,273.0,314.0
82451,50424,14,4369,234.0,52.0,131.0,93.0
82452,50424,25,21037,212.0,198.0,118.0,279.0
82453,50424,32,1264,337.0,321.0,31.0,54.0
82454,50424,32,946,408.0,285.0,21.0,57.0
82455,50424,35,318,408.0,285.0,10.0,57.0
82456,50424,35,164,289.0,416.0,11.0,32.0
82457,50424,28,800,300.0,180.0,29.0,56.0
82458,50424,31,11424,373.0,207.0,64.0,264.0
82459,50424,31,9440,164.0,196.0,65.0,284.0
82460,50424,8,26312,206.0,418.0,237.0,185.0
82461,50424,17,3106,164.0,478.0,57.0,95.0
82462,50424,17,3380,388.0,455.0,47.0,99.0
82463,50424,23,5280,251.0,721.0,58.0,179.0
82464,50424,23,10569,263.0,711.0,105.0,218.0
82465,50425,1,137819,148.0,253.0,343.0,575.0
82466,50425,33,4418,220.0,254.0,185.0,162.0
82467,50425,7,39227,131.0,775.0,351.0,222.0
82468,50426,33,95,285.0,276.0,28.0,4.0
82469,50426,31,1545,195.0,235.0,42.0,75.0
82470,50426,31,2242,376.0,256.0,60.0,65.0
82471,50426,10,74529,139.0,232.0,297.0,438.0
82472,50426,19,3544,222.0,377.0,139.0,42.0
82473,50426,23,3560,212.0,864.0,48.0,108.0
82474,50426,23,4558,265.0,879.0,86.0,98.0
82475,50426,26,72312,58.0,14.0,425.0,338.0
82476,50427,33,5342,430.0,139.0,215.0,99.0
82477,50427,31,38956,682.0,261.0,135.0,606.0
82478,50427,31,39187,91.0,221.0,284.0,544.0
82479,50427,2,301466,91.0,139.0,726.0,755.0
82480,50429,5,266635,317.0,171.0,435.0,752.0
82481,50429,32,2269,609.0,683.0,112.0,29.0
82482,50429,32,2542,340.0,691.0,105.0,38.0
82483,50429,29,35757,419.0,171.0,210.0,412.0
82484,50430,1,47699,229.0,209.0,219.0,325.0
82485,50430,33,790,310.0,209.0,105.0,72.0
82486,50430,8,84717,171.0,510.0,309.0,387.0
82487,50430,23,861,297.0,924.0,46.0,54.0
82488,50430,23,804,351.0,903.0,44.0,53.0
82489,50431,33,2254,384.0,221.0,85.0,94.0
82490,50431,37,2254,384.0,221.0,85.0,94.0
82491,50431,10,139570,81.0,221.0,509.0,719.0
82492,50432,10,81669,550.0,233.0,283.0,448.0
82493,50432,32,459,701.0,519.0,52.0,47.0
82494,50432,32,255,558.0,526.0,26.0,23.0
82495,50432,34,1373,596.0,444.0,50.0,56.0
82496,50432,19,5645,586.0,429.0,141.0,71.0
82497,50432,33,672,576.0,287.0,61.0,159.0
82498,50433,36,1202,528.0,322.0,48.0,45.0
82499,50433,4,544728,16.0,27.0,699.0,978.0
82500,50433,31,77420,16.0,204.0,162.0,768.0
82501,50433,31,42286,631.0,191.0,84.0,814.0
82502,50433,35,11503,338.0,87.0,65.0,908.0
82503,50433,32,4660,172.0,619.0,44.0,247.0
82504,50433,32,5675,585.0,581.0,73.0,252.0
82505,50433,28,17905,285.0,27.0,207.0,174.0
82506,50434,1,16630,414.0,384.0,147.0,167.0
82507,50434,33,407,437.0,389.0,68.0,24.0
82508,50434,8,38555,277.0,534.0,269.0,252.0
82509,50434,23,2958,239.0,831.0,92.0,93.0
82510,50434,23,3606,182.0,775.0,119.0,91.0
82511,50436,9,578911,61.0,49.0,738.0,962.0
82512,50436,32,44794,477.0,705.0,214.0,260.0
82513,50436,32,29046,217.0,704.0,157.0,244.0
82514,50436,31,82410,636.0,190.0,162.0,822.0
82515,50436,31,96198,61.0,183.0,239.0,809.0
82516,50436,28,23121,253.0,49.0,291.0,185.0
82517,50438,6,14724,352.0,930.0,264.0,93.0
82518,50438,0,4518,523.0,226.0,96.0,133.0
82519,50438,28,909,523.0,225.0,79.0,50.0
82520,50438,9,221587,288.0,11.0,422.0,957.0
82521,50438,19,16332,395.0,490.0,241.0,183.0
82522,50438,31,18073,610.0,267.0,100.0,285.0
82523,50438,31,24629,288.0,238.0,128.0,405.0
82524,50438,27,10441,442.0,11.0,217.0,239.0
82525,50441,23,1061,325.0,848.0,43.0,145.0
82526,50441,23,781,259.0,818.0,54.0,114.0
82527,50441,10,69063,210.0,254.0,198.0,581.0
82528,50441,33,521,227.0,306.0,137.0,43.0
82529,50441,35,53,359.0,344.0,5.0,21.0
82530,50441,43,20296,270.0,368.0,138.0,459.0
82531,50443,23,1968,244.0,797.0,86.0,56.0
82532,50443,23,3100,166.0,830.0,61.0,86.0
82533,50443,6,35481,152.0,541.0,169.0,307.0
82534,50443,0,2997,232.0,156.0,78.0,167.0
82535,50443,16,4668,224.0,142.0,77.0,221.0
82536,50443,4,83322,87.0,140.0,272.0,431.0
82537,50443,31,19395,87.0,178.0,73.0,341.0
82538,50443,31,669,344.0,194.0,16.0,77.0
82539,50443,32,321,156.0,410.0,48.0,19.0
82540,50443,32,106,310.0,412.0,17.0,18.0
82541,50443,32,160,333.0,283.0,13.0,16.0
82542,50443,28,394,235.0,156.0,59.0,24.0
82543,50443,29,14309,188.0,140.0,152.0,289.0
82544,50444,10,318666,268.0,59.0,442.0,852.0
82545,50444,33,3494,419.0,59.0,175.0,97.0
82546,50444,35,331,502.0,88.0,9.0,61.0
82547,50445,25,28413,250.0,156.0,218.0,562.0
82548,50445,10,21030,240.0,205.0,162.0,446.0
82549,50445,33,303,262.0,218.0,64.0,67.0
82550,50445,33,2238,235.0,185.0,154.0,130.0
82551,50445,31,12157,412.0,203.0,51.0,331.0
82552,50445,31,10558,192.0,243.0,67.0,321.0
82553,50445,3,57469,192.0,184.0,271.0,380.0
82554,50445,22,6722,339.0,724.0,81.0,177.0
82555,50445,22,8015,272.0,706.0,82.0,193.0
82556,50445,23,3486,304.0,886.0,55.0,87.0
82557,50445,23,4559,347.0,885.0,78.0,84.0
82558,50446,6,19804,402.0,905.0,227.0,118.0
82559,50446,1,1407,462.0,119.0,90.0,89.0
82560,50446,33,624,462.0,119.0,90.0,16.0
82561,50446,32,2072,498.0,605.0,136.0,41.0
82562,50446,32,557,323.0,584.0,39.0,23.0
82563,50446,32,2792,515.0,235.0,99.0,31.0
82564,50446,9,299942,271.0,62.0,462.0,872.0
82565,50446,33,955,465.0,62.0,110.0,73.0
82566,50446,31,21651,271.0,98.0,104.0,495.0
82567,50446,31,54157,492.0,106.0,241.0,526.0
82568,50447,15,166,449.0,133.0,14.0,28.0
82569,50447,7,65588,197.0,585.0,328.0,289.0
82570,50447,32,2312,197.0,729.0,60.0,58.0
82571,50447,42,13,208.0,751.0,3.0,6.0
82572,50447,42,13,198.0,752.0,4.0,4.0
82573,50447,35,15,341.0,746.0,6.0,6.0
82574,50447,32,3101,422.0,692.0,79.0,63.0
82575,50447,42,30,494.0,734.0,6.0,8.0
82576,50447,18,1333,472.0,607.0,49.0,66.0
82577,50447,0,80969,148.0,158.0,418.0,436.0
82578,50447,31,12311,148.0,158.0,158.0,163.0
82579,50447,31,8876,480.0,376.0,86.0,178.0
82580,50447,28,1682,319.0,277.0,172.0,110.0
82581,50448,0,422236,193.0,48.0,647.0,865.0
82582,50448,28,17201,382.0,48.0,229.0,141.0
82583,50448,31,56298,700.0,152.0,140.0,761.0
82584,50448,31,58880,193.0,159.0,125.0,749.0
82585,50448,36,323,590.0,314.0,33.0,16.0
82586,50449,15,67,368.0,134.0,9.0,10.0
82587,50449,1,18471,276.0,240.0,87.0,287.0
82588,50449,33,230,297.0,240.0,66.0,16.0
82589,50449,31,4839,174.0,216.0,54.0,150.0
82590,50449,31,13591,401.0,225.0,143.0,196.0
82591,50449,9,74724,174.0,184.0,370.0,480.0
82592,50449,7,4592,284.0,524.0,75.0,76.0
82593,50449,18,537,418.0,440.0,28.0,32.0
82594,50449,23,5683,339.0,812.0,82.0,131.0
82595,50449,23,4780,260.0,842.0,63.0,121.0
82596,50450,10,96353,75.0,523.0,435.0,500.0
82597,50450,33,1261,83.0,523.0,427.0,71.0
82598,50452,6,218168,311.0,50.0,438.0,790.0
82599,50455,0,437547,195.0,83.0,634.0,828.0
82600,50455,28,35566,327.0,83.0,360.0,188.0
82601,50455,31,55353,195.0,172.0,118.0,732.0
82602,50455,31,61446,696.0,145.0,133.0,739.0
82603,50456,29,498,350.0,324.0,35.0,54.0
82604,50456,33,310,275.0,236.0,23.0,66.0
82605,50456,31,8249,191.0,234.0,98.0,200.0
82606,50456,31,6563,395.0,367.0,101.0,166.0
82607,50456,21,8804,281.0,614.0,123.0,314.0
82608,50456,21,18197,242.0,611.0,130.0,346.0
82609,50456,23,1706,273.0,858.0,53.0,98.0
82610,50456,10,36222,219.0,243.0,206.0,379.0
82611,50456,23,2082,324.0,878.0,54.0,114.0
82612,50456,4,33576,191.0,234.0,305.0,311.0
82613,50456,33,150,290.0,242.0,81.0,78.0
82614,50458,6,50477,219.0,683.0,249.0,340.0
82615,50458,32,6914,395.0,619.0,60.0,161.0
82616,50458,31,33965,437.0,316.0,96.0,485.0
82617,50458,32,1052,358.0,399.0,66.0,27.0
